branch,item,division,group,category,qty,amount,item_share,item_rank,attach_tendency,beverage_opportunity_flag
Conut,CARAMEL MACHIATO,Hot-Coffee Based,Hot-Coffee Based,coffee_hot,5.0,2681756.72,0.000611,52,0.000744,False
Conut,CAFFE AMERICANO,Hot-Coffee Based,Hot-Coffee Based,coffee_hot,16.0,4264324.26,0.000971,45,0.002381,False
Conut,SINGLE ESPRESSO,Hot-Coffee Based,Hot-Coffee Based,coffee_hot,7.0,1668648.63,0.00038,62,0.001042,False
Conut,DOUBLE ESPRESSO,Hot-Coffee Based,Hot-Coffee Based,coffee_hot,31.0,10181405.25,0.002318,31,0.004613,False
Conut,WHITE MOCHA,Hot-Coffee Based,Hot-Coffee Based,coffee_hot,4.0,2028864.89,0.000462,58,0.000595,False
Conut,FLAT WHITE,Hot-Coffee Based,Hot-Coffee Based,coffee_hot,3.0,1164081.06,0.000265,73,0.000446,False
Conut,WHIPPED CREAM,Bev Add-ons,Bev Add-ons,core_food,4.0,476756.75,0.000109,89,0.000595,True
Conut,"CARAMEL  SAUCE,",Bev Add-ons,Bev Add-ons,core_food,4.0,360216.21,8.2e-05,93,0.000595,True
Conut,VANILLA SYRUP,Bev Add-ons,Bev Add-ons,core_food,3.0,270162.16,6.2e-05,97,0.000446,True
Conut,EXTRA ESPRESSO SHOT,Bev Add-ons,Bev Add-ons,core_food,1.0,90054.05,2.1e-05,106,0.000149,True
Conut,MOCHA FRAPPE,Frappes,Frappes,coffee_cold,14.0,7508918.82,0.00171,35,0.002083,False
Conut,CARAMEL MOCHA FRAPPE,Frappes,Frappes,coffee_cold,3.0,1609054.03,0.000366,63,0.000446,False
Conut,HAZELNUT MOCHA FRAPPE,Frappes,Frappes,coffee_cold,2.0,1072702.69,0.000244,76,0.000298,False
Conut,CARAMEL FRAPPE,Frappes,Frappes,coffee_cold,8.0,4290810.75,0.000977,44,0.00119,False
Conut,VANILLA FRAPPE,Frappes,Frappes,coffee_cold,2.0,1072702.69,0.000244,76,0.000298,False
Conut,WHITE MOCHA FRAPPE,Frappes,Frappes,coffee_cold,4.0,2145405.38,0.000489,56,0.000595,False
Conut,SALTED CARAMEL FRAPPE,Frappes,Frappes,coffee_cold,2.0,1072702.69,0.000244,76,0.000298,False
Conut,ESPRESSO FRAPPE,Frappes,Frappes,coffee_cold,2.0,895243.23,0.000204,79,0.000298,False
Conut,TOFFEE NUT FRAPPE,Frappes,Frappes,coffee_cold,1.0,536351.34,0.000122,87,0.000149,False
Conut,VANILLA MILKSHAKE,Shakes,Shakes,milkshake,14.0,7508918.82,0.00171,35,0.002083,False
Conut,OREO MILKSHAKE,Shakes,Shakes,milkshake,19.0,13587567.67,0.003094,29,0.002827,False
Conut,STRAWBERRY MILKSHAKE,Shakes,Shakes,milkshake,12.0,8581621.68,0.001954,33,0.001786,False
Conut,SALTED CARAMEL MILKSHAKE,Shakes,Shakes,milkshake,8.0,6197837.87,0.001411,38,0.00119,False
Conut,PISTACHIO MILKSHAKE,Shakes,Shakes,milkshake,4.0,3575675.69,0.000814,47,0.000595,False
Conut,GRANOLA BERRIES MILKSHAKE,Shakes,Shakes,milkshake,2.0,1549459.47,0.000353,64,0.000298,False
Conut,DOUBLE CHOCOLATE MILKSHAKE,Shakes,Shakes,milkshake,4.0,3098918.94,0.000706,48,0.000595,False
Conut,FRUIT LOOPS MILKSHAKE,Shakes,Shakes,milkshake,1.0,774729.73,0.000176,81,0.000149,False
Conut,TOFFEE NUT MILKSHAKE,Shakes,Shakes,milkshake,3.0,2324189.2,0.000529,53,0.000446,False
Conut,ICED CHOCOLATE,Hot and Cold Drinks,Hot and Cold Drinks,other_beverage,3.0,1342864.84,0.000306,69,0.000446,False
Conut,WATER,Hot and Cold Drinks,Hot and Cold Drinks,other_beverage,907.0,72069724.84,0.016411,17,0.13497,False
Conut,VIA SPARKLING WATER,Hot and Cold Drinks,Hot and Cold Drinks,other_beverage,24.0,4290810.75,0.000977,44,0.003571,False
Conut,MANGO PASSION,Hot and Cold Drinks,Hot and Cold Drinks,other_beverage,22.0,9177567.45,0.00209,32,0.003274,False
Conut,MELON PASSION,Hot and Cold Drinks,Hot and Cold Drinks,other_beverage,7.0,2920135.1,0.000665,50,0.001042,False
Conut,WILD BERRIES,Hot and Cold Drinks,Hot and Cold Drinks,other_beverage,13.0,5423108.04,0.001235,41,0.001935,False
Conut,WILD BERRIES PASSION,Hot and Cold Drinks,Hot and Cold Drinks,other_beverage,2.0,834324.31,0.00019,80,0.000298,False
Conut,EARL GREY,Hot and Cold Drinks,TEA FLAVORS,other_beverage,1.0,297972.97,6.8e-05,96,0.000149,False
Conut,GREEN TEA,Hot and Cold Drinks,TEA FLAVORS,other_beverage,2.0,595945.94,0.000136,85,0.000298,False
Conut,PEPPERMINT TEA,Hot and Cold Drinks,TEA FLAVORS,other_beverage,1.0,297972.97,6.8e-05,96,0.000149,False
Conut,PEACH ICED TEA,Hot and Cold Drinks,TEA FLAVORS,other_beverage,7.0,2920135.1,0.000665,50,0.001042,False
Conut,RASPBERRY ICED TEA,Hot and Cold Drinks,TEA FLAVORS,other_beverage,3.0,1251486.47,0.000285,71,0.000446,False
Conut,ADD ICE CREAM,Extras and Sides,Extras and Sides,core_food,324.0,154469187.13,0.035175,9,0.048214,True
Conut,DELIVERY CHARGE,Delivery Service,Delivery,core_food,216.0,51489729.04,0.011725,20,0.032143,True
Conut,PISTACHIO SPREAD CONUT.,Free Conut Spreads,Free Conut Spreads,core_food,7.0,213216.21,4.9e-05,99,0.001042,True
Conut,PISTACHIO SPREAD CHIMNEY.,Free Chimney Cake Spreads,Free Chimney Cake Spreads,core_food,19.0,1132297.28,0.000258,74,0.002827,True
Conut,CLASSIC CHIMNEY,ITEMS,ITEMS,core_food,260.0,154945947.7,0.035283,8,0.03869,True
Conut,MINI THE ONE,ITEMS,ITEMS,core_food,153.0,77604082.2,0.017672,15,0.022768,True
Conut,MINI THE ORIGINAL,ITEMS,ITEMS,core_food,100.0,47675675.04,0.010856,22,0.014881,True
Conut,CONUT THE ORIGINAL,ITEMS,ITEMS,core_food,374.0,323429136.08,0.073649,3,0.055655,True
Conut,CHIMNEY THE ORIGINAL,ITEMS,ITEMS,core_food,182.0,216924324.11,0.049397,5,0.027083,True
Conut,CONUT THE ONE,ITEMS,ITEMS,core_food,554.0,495231082.62,0.112771,2,0.08244,True
Conut,CHIMNEY THE ONE,ITEMS,ITEMS,core_food,870.0,1088793241.51,0.247934,1,0.129464,True
Conut,MINI PISTACHIO,ITEMS,ITEMS,core_food,36.0,22550594.8,0.005135,27,0.005357,True
Conut,CONUT PISTACHIO,ITEMS,ITEMS,core_food,104.0,105363243.37,0.023993,11,0.015476,True
Conut,CHIMNEY PISTACHIO,ITEMS,ITEMS,core_food,116.0,165911350.84,0.03778,7,0.017262,True
Conut,MINI BOSTON CHEESECAKE,ITEMS,ITEMS,core_food,40.0,21454053.77,0.004885,28,0.005952,True
Conut,CONUT BOSTON CHEESECAKE,ITEMS,ITEMS,core_food,82.0,75799027.17,0.017261,16,0.012202,True
Conut,CHIMNEY BOSTON CHEESECAKE,ITEMS,ITEMS,core_food,75.0,98331080.87,0.022391,12,0.011161,True
Conut,MINI BERRY MIX,ITEMS,ITEMS,core_food,49.0,24853594.95,0.00566,25,0.007292,True
Conut,CONUT BERRY MIX,ITEMS,ITEMS,core_food,134.0,119785135.51,0.027277,10,0.01994,True
Conut,CHIMNEY BERRY MIX,ITEMS,ITEMS,core_food,67.0,83849594.46,0.019094,14,0.00997,True
Conut,ICE CREAM BOWL,ITEMS,ITEMS,core_food,142.0,84624325.28,0.01927,13,0.021131,True
Conut,CONUT BITES,ITEMS,ITEMS,core_food,61.0,39987973.34,0.009106,23,0.009077,True
Conut,CINNAMON SUGAR RINGS,ITEMS,ITEMS,core_food,5.0,2085810.78,0.000475,57,0.000744,True
Conut,CHOCOLATE CHIPS RINGS,ITEMS,ITEMS,core_food,2.0,953513.5,0.000217,77,0.000298,True
Conut,CONUT TRIPLE CHOCOLATE,ITEMS,ITEMS,core_food,184.0,170085621.94,0.038731,6,0.027381,True
Conut,MINI TRIPLE CHOCOLATE,ITEMS,ITEMS,core_food,48.0,25744864.52,0.005862,24,0.007143,True
Conut,CHIMNEY TRIPLE CHOCOLATE,ITEMS,ITEMS,core_food,167.0,218950540.08,0.049858,4,0.024851,True
Conut,CHIMNEY COMBO.,ITEMS,ITEMS,core_food,14.0,55065405.49,0.012539,19,0.002083,True
Conut,CONUT COMBO,ITEMS,ITEMS,core_food,18.0,49344324.2,0.011236,21,0.002679,True
Conut,THE SHARING BOX.,ITEMS,ITEMS,core_food,41.0,68414594.87,0.015579,18,0.006101,True
Conut,NUTELLA SPREAD MINI,EXTRA MINI SPREAD,EXTRA MINI SPREAD,core_food,1.0,59594.59,1.4e-05,108,0.000149,True
Conut,NUTELLA SPREAD CONUT,EXTRA CONUT SPREAD,EXTRA CONUT SPREAD,core_food,22.0,1981189.15,0.000451,60,0.003274,True
Conut,LOTUS SPREAD CONUT,EXTRA CONUT SPREAD,EXTRA CONUT SPREAD,core_food,7.0,630378.37,0.000144,83,0.001042,True
Conut,WHITE CHOCOLATE SPREAD CONUT,EXTRA CONUT SPREAD,EXTRA CONUT SPREAD,core_food,4.0,360216.21,8.2e-05,93,0.000595,True
Conut,PISTACHIO SPREAD CONUT,EXTRA CONUT SPREAD,EXTRA CONUT SPREAD,core_food,1.0,119189.19,2.7e-05,104,0.000149,True
Conut,NUTELLA SPREAD CHIMNEY,EXTRA CHIMNEY SPREAD,EXTRA CHIMNEY SPREAD,core_food,23.0,4112026.97,0.000936,46,0.003423,True
Conut,LOTUS SPREAD CHIMNEY,EXTRA CHIMNEY SPREAD,EXTRA CHIMNEY SPREAD,core_food,32.0,5721081.0,0.001303,40,0.004762,True
Conut,WHITE CHOCOLATE SPREAD CHIMNEY,EXTRA CHIMNEY SPREAD,EXTRA CHIMNEY SPREAD,core_food,13.0,2324189.16,0.000529,54,0.001935,True
Conut,PISTACHIO SPREAD CHIMNEY,EXTRA CHIMNEY SPREAD,EXTRA CHIMNEY SPREAD,core_food,3.0,715135.13,0.000163,82,0.000446,True
Conut,CRUSHED OREO (R),MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,core_food,6.0,540324.31,0.000123,86,0.000893,True
Conut,CRUSHED LOTUS (R),MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,core_food,2.0,180108.1,4.1e-05,101,0.000298,True
Conut,BROWNIES (R),MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,core_food,10.0,900540.52,0.000205,78,0.001488,True
Conut,CRISPY CREPE (R),MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,core_food,3.0,270162.16,6.2e-05,97,0.000446,True
Conut,STRAWBERRIES (R),MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,core_food,33.0,2971783.72,0.000677,49,0.004911,True
Conut,BLUEBERRIES (P),MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,core_food,15.0,1787837.81,0.000407,61,0.002232,True
Conut,RASPBERRIES (P),MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,core_food,13.0,1549459.44,0.000353,65,0.001935,True
Conut,SPRINKLES (R),MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,core_food,6.0,540324.31,0.000123,86,0.000893,True
Conut,WHIPPED  CREAM (P),MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,core_food,3.0,357567.56,8.1e-05,94,0.000446,True
Conut,SALTED CARAMEL SAUCE (R),MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,core_food,0.0,0.0,0.0,110,0.0,True
Conut,NUTELLA SAUCE (R),MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,core_food,12.0,1080648.63,0.000246,75,0.001786,True
Conut,PISTACHIO SAUCE (P),MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,core_food,1.0,119189.19,2.7e-05,104,0.000149,True
Conut,"WHITE CHOCOLATE SAUCE, (R)",MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,core_food,5.0,450270.26,0.000103,91,0.000744,True
Conut,LOTUS SAUCE (R),MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,core_food,3.0,270162.16,6.2e-05,97,0.000446,True
Conut,DARK CHOCOLATE CHIPS (P),MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,core_food,2.0,238378.38,5.4e-05,98,0.000298,True
Conut,FRUIT LOOPS (R),MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,core_food,4.0,360216.21,8.2e-05,93,0.000595,True
Conut,GRANOLA BERRIES (P),MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,core_food,1.0,119189.19,2.7e-05,104,0.000149,True
Conut,RASPBERRY JAM (P),MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,core_food,3.0,357567.56,8.1e-05,94,0.000446,True
Conut,CHERRY JAM (P),MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,core_food,1.0,119189.19,2.7e-05,104,0.000149,True
Conut,GUMMY BEARS (R),MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,core_food,7.0,630378.37,0.000144,83,0.001042,True
Conut,MARSHMALLOWS (R),MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,core_food,6.0,540324.31,0.000123,86,0.000893,True
Conut,CRUSHED OREO.,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,core_food,38.0,6793783.69,0.001547,36,0.005655,True
Conut,CRUSHED LOTUS.,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,core_food,23.0,4112026.97,0.000936,46,0.003423,True
Conut,CRISPY CREPE.,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,core_food,2.0,357567.56,8.1e-05,94,0.000298,True
Conut,BROWNIES.,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,core_food,28.0,5005945.88,0.00114,42,0.004167,True
Conut,STRAWBERRY.,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,core_food,128.0,22884324.02,0.005211,26,0.019048,True
Conut,SPRINKLES.,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,core_food,6.0,1072702.69,0.000244,76,0.000893,True
Conut,BLUEBERRIES.,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,core_food,25.0,5959459.38,0.001357,39,0.00372,True
Conut,RASPBERRIES.,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,core_food,21.0,5005945.88,0.00114,42,0.003125,True
Conut,PEANUT BUTTER CUPS.,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,core_food,1.0,238378.38,5.4e-05,98,0.000149,True
Conut,SALTED CARAMEL SAUCE.,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,core_food,2.0,357567.56,8.1e-05,94,0.000298,True
Conut,DARK CHOCOLATE SAUCE.,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,core_food,3.0,536351.34,0.000122,87,0.000446,True
Conut,NUTELLA SAUCE.,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,core_food,67.0,11978513.35,0.002728,30,0.00997,True
Conut,LOTUS SAUCE.,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,core_food,16.0,2860540.5,0.000651,51,0.002381,True
Conut,WHIPPED  CREAM.,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,core_food,9.0,2145405.38,0.000489,56,0.001339,True
Conut,CARAMEL SAUCE.,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,core_food,6.0,1072702.69,0.000244,76,0.000893,True
Conut,PISTACHIO SAUCE.,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,core_food,6.0,1430270.25,0.000326,67,0.000893,True
Conut,DARK CHOCOLATE CHIPS.,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,core_food,3.0,715135.13,0.000163,82,0.000446,True
Conut,FRUIT LOOPS.,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,core_food,1.0,178783.78,4.1e-05,102,0.000149,True
Conut,GRANOLA BERRIES.,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,core_food,4.0,953513.5,0.000217,77,0.000595,True
Conut,RASPBERRY JAM.,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,core_food,2.0,476756.75,0.000109,89,0.000298,True
Conut,GUMMY BEARS.,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,core_food,7.0,1251486.47,0.000285,71,0.001042,True
Conut,MARSHMALLOWS.,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,core_food,8.0,1430270.25,0.000326,67,0.00119,True
Conut,SALTED PRETZELS.,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,core_food,2.0,357567.56,8.1e-05,94,0.000298,True
Conut,NUTELLA DIP (R),EXTRA DIP,EXTRA DIP,core_food,3.0,357567.56,8.1e-05,94,0.000446,True
Conut,LOTUS DIP (R),EXTRA DIP,EXTRA DIP,core_food,1.0,119189.19,2.7e-05,104,0.000149,True
Conut,CARAMEL DIP (R),EXTRA DIP,EXTRA DIP,core_food,2.0,238378.38,5.4e-05,98,0.000298,True
Conut,PASSION FRUIT DIP (P),EXTRA DIP,EXTRA DIP,core_food,1.0,238378.38,5.4e-05,98,0.000149,True
Conut,PISTACHIO DIP (P),EXTRA DIP,EXTRA DIP,core_food,3.0,715135.13,0.000163,82,0.000446,True
Conut,CHERRY JAM DIP (P),EXTRA DIP,EXTRA DIP,core_food,1.0,238378.38,5.4e-05,98,0.000149,True
Conut,PISTACHIO SPREAD MINI.,free mini spread,FREE MINI SPREAD,core_food,1.0,30459.46,7e-06,109,0.000149,True
Conut,"BLUEBERRIES, (P)",FREE CONUT TOP,FREE CONUT TOP,core_food,72.0,2193081.0,0.000499,55,0.010714,True
Conut,WHIPPED CREAM . (P),FREE CONUT TOP,FREE CONUT TOP,core_food,15.0,456891.88,0.000104,90,0.002232,True
Conut,"RASPBERRIES, (P)",FREE CONUT TOP,FREE CONUT TOP,core_food,41.0,1248837.79,0.000284,72,0.006101,True
Conut,"DARK CHOCOLATE CHIPS, (P)",FREE CONUT TOP,FREE CONUT TOP,core_food,17.0,517810.79,0.000118,88,0.00253,True
Conut,"GRANOLA BERRIES, (P)",FREE CONUT TOP,FREE CONUT TOP,core_food,14.0,426432.42,9.7e-05,92,0.002083,True
Conut,"PEANUT BUTTER CUP , (P)",FREE CONUT TOP,FREE CONUT TOP,core_food,7.0,213216.21,4.9e-05,99,0.001042,True
Conut,PISTACHIO SAUCE . (P),FREE CONUT TOP,FREE CONUT TOP,core_food,42.0,1279297.25,0.000291,70,0.00625,True
Conut,"RASPBERRY JAM , (P)",FREE CONUT TOP,FREE CONUT TOP,core_food,3.0,91378.38,2.1e-05,105,0.000446,True
Conut,"CHERRY JAM, (P)",FREE CONUT TOP,FREE CONUT TOP,core_food,5.0,152297.29,3.5e-05,103,0.000744,True
Conut,SWITCH TO ICE CREAM,FREE CONUT TOP,FREE CONUT TOP,core_food,18.0,6436216.13,0.001466,37,0.002679,True
Conut,"BLUEBERRIES , (P)",FREE CHIMNEY TOP,FREE CHIMNEY TOP,core_food,34.0,2026216.19,0.000461,59,0.00506,True
Conut,"RASPBERRIES ,(P)",FREE CHIMNEY TOP,FREE CHIMNEY TOP,core_food,23.0,1370675.66,0.000312,68,0.003423,True
Conut,"DARK CHOCOLATE CHIPS ,(P)",FREE CHIMNEY TOP,FREE CHIMNEY TOP,core_food,4.0,238378.38,5.4e-05,98,0.000595,True
Conut,"PEANUT BUTTER CUPS,(P)",FREE CHIMNEY TOP,FREE CHIMNEY TOP,core_food,6.0,357567.56,8.1e-05,94,0.000893,True
Conut,"WHIPPED CREAM,",FREE CHIMNEY TOP,FREE CHIMNEY TOP,core_food,5.0,297972.97,6.8e-05,96,0.000744,True
Conut,"PISTACHIO SAUCE ,(P)",FREE CHIMNEY TOP,FREE CHIMNEY TOP,core_food,35.0,2085810.78,0.000475,57,0.005208,True
Conut,"RASPBERRY JAM,(P)",FREE CHIMNEY TOP,FREE CHIMNEY TOP,core_food,1.0,59594.59,1.4e-05,108,0.000149,True
Conut,"CHERRY JAM ,(P)",FREE CHIMNEY TOP,FREE CHIMNEY TOP,core_food,0.0,0.0,0.0,110,0.0,True
Conut,"SWITCH TO ICE CREAM,",FREE CHIMNEY TOP,FREE CHIMNEY TOP,core_food,9.0,2145405.38,0.000489,56,0.001339,True
Conut,BLUEBERRIES .(P),FREE MINI TOP,FREE MINI TOP,core_food,6.0,182756.75,4.2e-05,100,0.000893,True
Conut,RASPBERRIES .(P),FREE MINI TOP,FREE MINI TOP,core_food,2.0,60918.92,1.4e-05,107,0.000298,True
Conut,DARK CHOCOLATE CHIPS .(P),FREE MINI TOP,FREE MINI TOP,core_food,2.0,60918.92,1.4e-05,107,0.000298,True
Conut,GRANOLA BERRIES .(P),FREE MINI TOP,FREE MINI TOP,core_food,1.0,30459.46,7e-06,109,0.000149,True
Conut,PEANUT BUTTER CUP .(P),FREE MINI TOP,FREE MINI TOP,core_food,1.0,30459.46,7e-06,109,0.000149,True
Conut,"WHIPPED CREAM ,(P)",FREE MINI TOP,FREE MINI TOP,core_food,6.0,182756.75,4.2e-05,100,0.000893,True
Conut,"PISTACHIO SAUCE,(P)",FREE MINI TOP,FREE MINI TOP,core_food,10.0,304594.58,6.9e-05,95,0.001488,True
Conut,RASPBERRY JAM .(P),FREE MINI TOP,FREE MINI TOP,core_food,1.0,30459.46,7e-06,109,0.000149,True
Conut,CHERRY JAM .(P),FREE MINI TOP,FREE MINI TOP,core_food,1.0,30459.46,7e-06,109,0.000149,True
Conut,DARK CHOCOLATE SAUCE .(R),FREE MINI TOP,FREE MINI TOP,core_food,0.0,0.0,0.0,110,0.0,True
Conut,switch to ice cream.,FREE MINI TOP,FREE MINI TOP,core_food,8.0,2860540.5,0.000651,51,0.00119,True
Conut,CHERRY JAM DIP.(P),free dip,free dip,core_food,1.0,119189.19,2.7e-05,104,0.000149,True
Conut,PISTACHIO DIP.(P),free dip,free dip,core_food,3.0,357567.56,8.1e-05,94,0.000446,True
Conut,TOASTED MARSHMALLOWS,MARSHMALLOW OPTIONS,MARSHMALLOW OPTIONS,core_food,2.0,238378.38,5.4e-05,98,0.000298,True
Conut,HOT CHOCOLATE,CONUT''S FAVORITE,CONUT''S FAVORITE,core_food,6.0,2860540.5,0.000651,51,0.000893,True
Conut,ICED SHAKEN ESPRESSO,CONUT''S FAVORITE,CONUT''S FAVORITE,core_food,3.0,1521648.67,0.000347,66,0.000446,True
Conut,MATCHA LATTE,CONUT''S FAVORITE,CONUT''S FAVORITE,core_food,1.0,595945.95,0.000136,84,0.000149,True
Conut Jnah,AMERICAN COFFEE,Hot-Coffee Based,Hot-Coffee Based,coffee_hot,46.0,16448107.89,0.002891,45,0.004533,False
Conut Jnah,CAPPUCCINO,Hot-Coffee Based,Hot-Coffee Based,coffee_hot,114.0,47556485.85,0.008359,27,0.011235,False
Conut Jnah,CAFFE LATTE,Hot-Coffee Based,Hot-Coffee Based,coffee_hot,156.0,65077296.41,0.011438,23,0.015374,False
Conut Jnah,CAFE MOCHA,Hot-Coffee Based,Hot-Coffee Based,coffee_hot,47.0,23839162.5,0.00419,40,0.004632,False
Conut Jnah,CARAMEL MACHIATO,Hot-Coffee Based,Hot-Coffee Based,coffee_hot,76.0,40762702.16,0.007165,31,0.00749,False
Conut Jnah,CAFFE AMERICANO,Hot-Coffee Based,Hot-Coffee Based,coffee_hot,66.0,20055567.27,0.003525,42,0.006504,False
Conut Jnah,SINGLE ESPRESSO,Hot-Coffee Based,Hot-Coffee Based,coffee_hot,131.0,31227567.15,0.005489,36,0.01291,False
Conut Jnah,DOUBLE ESPRESSO,Hot-Coffee Based,Hot-Coffee Based,coffee_hot,127.0,41710918.28,0.007331,30,0.012516,False
Conut Jnah,ESPRESSO MACCHIATO,Hot-Coffee Based,Hot-Coffee Based,coffee_hot,6.0,1970594.56,0.000346,83,0.000591,False
Conut Jnah,WHITE MOCHA,Hot-Coffee Based,Hot-Coffee Based,coffee_hot,15.0,7608243.35,0.001337,55,0.001478,False
Conut Jnah,FLAT WHITE,Hot-Coffee Based,Hot-Coffee Based,coffee_hot,8.0,3104216.17,0.000546,74,0.000788,False
Conut Jnah,HOT CHOCOLATE COMBO,Hot-Coffee Based,Hot-Coffee Based,coffee_hot,57.0,37743243.21,0.006634,33,0.005617,False
Conut Jnah,"CARAMEL  SAUCE,",Bev Add-ons,Bev Add-ons,core_food,20.0,1801081.04,0.000317,85,0.001971,True
Conut Jnah,CHOCOLATE SAUCE,Bev Add-ons,Bev Add-ons,core_food,14.0,1260756.73,0.000222,94,0.00138,True
Conut Jnah,HAZELNUT SYRUP,Bev Add-ons,Bev Add-ons,core_food,2.0,180108.1,3.2e-05,121,0.000197,True
Conut Jnah,VANILLA SYRUP,Bev Add-ons,Bev Add-ons,core_food,16.0,1440864.84,0.000253,92,0.001577,True
Conut Jnah,EXTRA ESPRESSO SHOT,Bev Add-ons,Bev Add-ons,core_food,2.0,180108.1,3.2e-05,121,0.000197,True
Conut Jnah,SWEETENED CREAM,Bev Add-ons,Bev Add-ons,core_food,1.0,90054.05,1.6e-05,125,9.9e-05,True
Conut Jnah,WHITE CHOCOLATE SAUCE,Bev Add-ons,Bev Add-ons,core_food,2.0,180108.1,3.2e-05,121,0.000197,True
Conut Jnah,WHITE CHOCOLATE FLAVOUR,Bev Add-ons,Bev Add-ons,core_food,2.0,180108.1,3.2e-05,121,0.000197,True
Conut Jnah,EXTRA DECAF ESPRESSO SHOT,Bev Add-ons,Bev Add-ons,core_food,1.0,90054.05,1.6e-05,125,9.9e-05,True
