branch,item,division,group,category,qty,amount,item_share,item_rank,attach_tendency,beverage_opportunity_flag
Conut Jnah,STRAWBERRY DRESSING,Bev Add-ons,Bev Add-ons,core_food,1.0,90054.05,1.6e-05,125,9.9e-05,True
Conut Jnah,SALTED CARAMEL SYRUP,Bev Add-ons,Bev Add-ons,core_food,2.0,180108.1,3.2e-05,121,0.000197,True
Conut Jnah,MOCHA FRAPPE,Frappes,Frappes,coffee_cold,24.0,12872432.26,0.002263,48,0.002365,False
Conut Jnah,CARAMEL MOCHA FRAPPE,Frappes,Frappes,coffee_cold,16.0,8581621.51,0.001508,53,0.001577,False
Conut Jnah,HAZELNUT MOCHA FRAPPE,Frappes,Frappes,coffee_cold,7.0,3754459.41,0.00066,72,0.00069,False
Conut Jnah,CARAMEL FRAPPE,Frappes,Frappes,coffee_cold,81.0,43444458.88,0.007636,28,0.007983,False
Conut Jnah,VANILLA FRAPPE,Frappes,Frappes,coffee_cold,11.0,5899864.79,0.001037,62,0.001084,False
Conut Jnah,WHITE MOCHA FRAPPE,Frappes,Frappes,coffee_cold,11.0,5899864.79,0.001037,62,0.001084,False
Conut Jnah,HAZELNUT FRAPPE,Frappes,Frappes,coffee_cold,7.0,3754459.41,0.00066,72,0.00069,False
Conut Jnah,MATCHA FRAPPE,Frappes,Frappes,coffee_cold,10.0,6264054.11,0.001101,59,0.000986,False
Conut Jnah,SALTED CARAMEL FRAPPE,Frappes,Frappes,coffee_cold,14.0,7508918.82,0.00132,56,0.00138,False
Conut Jnah,ESPRESSO FRAPPE,Frappes,Frappes,coffee_cold,7.0,3133351.31,0.000551,73,0.00069,False
Conut Jnah,TOFFEE NUT FRAPPE,Frappes,Frappes,coffee_cold,21.0,11263378.23,0.00198,50,0.00207,False
Conut Jnah,VANILLA MILKSHAKE,Shakes,Shakes,milkshake,46.0,24672161.83,0.004337,39,0.004533,False
Conut Jnah,OREO MILKSHAKE,Shakes,Shakes,milkshake,59.0,42192973.28,0.007416,29,0.005815,False
Conut Jnah,PEANUT BUTTER MILKSHAKE,Shakes,Shakes,milkshake,2.0,1549459.47,0.000272,89,0.000197,False
Conut Jnah,STRAWBERRY MILKSHAKE,Shakes,Shakes,milkshake,35.0,25029729.91,0.004399,38,0.003449,False
Conut Jnah,MATCHA MILKSHAKE,Shakes,Shakes,milkshake,6.0,5363513.53,0.000943,66,0.000591,False
Conut Jnah,SALTED CARAMEL MILKSHAKE,Shakes,Shakes,milkshake,12.0,9296756.81,0.001634,52,0.001183,False
Conut Jnah,PISTACHIO MILKSHAKE,Shakes,Shakes,milkshake,11.0,9833108.14,0.001728,51,0.001084,False
Conut Jnah,GRANOLA BERRIES MILKSHAKE,Shakes,Shakes,milkshake,4.0,3098918.94,0.000545,75,0.000394,False
Conut Jnah,DOUBLE CHOCOLATE MILKSHAKE,Shakes,Shakes,milkshake,19.0,14719864.95,0.002587,46,0.001872,False
Conut Jnah,FRUIT LOOPS MILKSHAKE,Shakes,Shakes,milkshake,3.0,2324189.2,0.000409,81,0.000296,False
Conut Jnah,TOFFEE NUT MILKSHAKE,Shakes,Shakes,milkshake,1.0,774729.73,0.000136,103,9.9e-05,False
Conut Jnah,ICED CHOCOLATE,Hot and Cold Drinks,Hot and Cold Drinks,other_beverage,11.0,4923837.76,0.000865,68,0.001084,False
Conut Jnah,WATER,Hot and Cold Drinks,Hot and Cold Drinks,other_beverage,2181.0,173301068.95,0.030461,8,0.21494,False
Conut Jnah,HOT MILK,Hot and Cold Drinks,Hot and Cold Drinks,other_beverage,17.0,3039324.28,0.000534,77,0.001675,False
Conut Jnah,VIA SPARKLING WATER,Hot and Cold Drinks,Hot and Cold Drinks,other_beverage,34.0,6078648.57,0.001068,61,0.003351,False
Conut Jnah,MANGO PASSION,Hot and Cold Drinks,Hot and Cold Drinks,other_beverage,44.0,18355134.89,0.003226,44,0.004336,False
Conut Jnah,MELON PASSION,Hot and Cold Drinks,Hot and Cold Drinks,other_beverage,16.0,6674594.51,0.001173,58,0.001577,False
Conut Jnah,WILD BERRIES,Hot and Cold Drinks,Hot and Cold Drinks,other_beverage,14.0,5840270.19,0.001027,63,0.00138,False
Conut Jnah,WILD BERRIES PASSION,Hot and Cold Drinks,Hot and Cold Drinks,other_beverage,4.0,1668648.63,0.000293,88,0.000394,False
Conut Jnah,EARL GREY,Hot and Cold Drinks,TEA FLAVORS,other_beverage,5.0,1489864.84,0.000262,91,0.000493,False
Conut Jnah,ENGLISH BREAKFAST,Hot and Cold Drinks,TEA FLAVORS,other_beverage,3.0,893918.91,0.000157,101,0.000296,False
Conut Jnah,GREEN TEA,Hot and Cold Drinks,TEA FLAVORS,other_beverage,8.0,2383783.75,0.000419,80,0.000788,False
Conut Jnah,PEPPERMINT TEA,Hot and Cold Drinks,TEA FLAVORS,other_beverage,2.0,595945.94,0.000105,109,0.000197,False
Conut Jnah,PEACH ICED TEA,Hot and Cold Drinks,TEA FLAVORS,other_beverage,35.0,14600675.48,0.002566,47,0.003449,False
Conut Jnah,RASPBERRY ICED TEA,Hot and Cold Drinks,TEA FLAVORS,other_beverage,12.0,5005945.88,0.00088,67,0.001183,False
Conut Jnah,ADD ICE CREAM,Extras and Sides,Extras and Sides,core_food,276.0,131584863.11,0.023128,13,0.0272,True
Conut Jnah,DELIVERY CHARGE,Delivery Service,Delivery,core_food,270.0,64362161.3,0.011313,24,0.026609,True
Conut Jnah,PISTACHIO SPREAD CONUT.,Free Conut Spreads,Free Conut Spreads,core_food,2.0,60918.92,1.1e-05,126,0.000197,True
Conut Jnah,PISTACHIO SPREAD CHIMNEY.,Free Chimney Cake Spreads,Free Chimney Cake Spreads,core_food,21.0,1251486.47,0.00022,95,0.00207,True
Conut Jnah,CLASSIC CHIMNEY,ITEMS,ITEMS,core_food,291.0,173420272.24,0.030482,7,0.028678,True
Conut Jnah,MINI THE ONE,ITEMS,ITEMS,core_food,255.0,129340136.99,0.022734,15,0.025131,True
Conut Jnah,MINI THE ORIGINAL,ITEMS,ITEMS,core_food,219.0,104409728.34,0.018352,18,0.021583,True
Conut Jnah,CONUT THE ORIGINAL,ITEMS,ITEMS,core_food,313.0,270677325.11,0.047576,4,0.030847,True
Conut Jnah,CHIMNEY THE ORIGINAL,ITEMS,ITEMS,core_food,171.0,203813513.31,0.035824,6,0.016852,True
Conut Jnah,CONUT THE ONE,ITEMS,ITEMS,core_food,486.0,434444595.95,0.076361,2,0.047896,True
Conut Jnah,CHIMNEY THE ONE,ITEMS,ITEMS,core_food,859.0,1075026890.19,0.188954,1,0.084656,True
Conut Jnah,MINI PISTACHIO,ITEMS,ITEMS,core_food,61.0,38210730.08,0.006716,32,0.006012,True
Conut Jnah,CONUT PISTACHIO,ITEMS,ITEMS,core_food,87.0,88140405.51,0.015492,19,0.008574,True
Conut Jnah,CHIMNEY PISTACHIO,ITEMS,ITEMS,core_food,117.0,167341621.11,0.029413,9,0.011531,True
Conut Jnah,MINI BOSTON CHEESECAKE,ITEMS,ITEMS,core_food,53.0,28426621.24,0.004996,37,0.005223,True
Conut Jnah,CONUT BOSTON CHEESECAKE,ITEMS,ITEMS,core_food,95.0,87815946.11,0.015435,20,0.009362,True
Conut Jnah,CHIMNEY BOSTON CHEESECAKE,ITEMS,ITEMS,core_food,84.0,110130810.58,0.019357,17,0.008278,True
Conut Jnah,MINI BERRY MIX,ITEMS,ITEMS,core_food,122.0,61880379.27,0.010877,25,0.012023,True
Conut Jnah,CONUT BERRY MIX,ITEMS,ITEMS,core_food,158.0,141239189.63,0.024825,12,0.015571,True
Conut Jnah,CHIMNEY BERRY MIX,ITEMS,ITEMS,core_food,102.0,127651621.42,0.022437,16,0.010052,True
Conut Jnah,ICE CREAM BOWL,ITEMS,ITEMS,core_food,271.0,161501353.18,0.028387,10,0.026707,True
Conut Jnah,CONUT BITES,ITEMS,ITEMS,core_food,50.0,32777027.32,0.005761,35,0.004928,True
Conut Jnah,CINNAMON SUGAR RINGS,ITEMS,ITEMS,core_food,13.0,5423108.04,0.000953,65,0.001281,True
Conut Jnah,CHOCOLATE CHIPS RINGS,ITEMS,ITEMS,core_food,8.0,3814054.0,0.00067,71,0.000788,True
Conut Jnah,CONUT TRIPLE CHOCOLATE,ITEMS,ITEMS,core_food,226.0,208909513.9,0.036719,5,0.022273,True
Conut Jnah,MINI TRIPLE CHOCOLATE,ITEMS,ITEMS,core_food,124.0,66507566.68,0.01169,22,0.01222,True
Conut Jnah,CHIMNEY TRIPLE CHOCOLATE,ITEMS,ITEMS,core_food,240.0,314659458.79,0.055307,3,0.023652,True
Conut Jnah,CHIMNEY COMBO.,ITEMS,ITEMS,core_food,3.0,11799729.75,0.002074,49,0.000296,True
Conut Jnah,CONUT COMBO,ITEMS,ITEMS,core_food,13.0,35637567.47,0.006264,34,0.001281,True
Conut Jnah,THE SHARING BOX.,ITEMS,ITEMS,core_food,47.0,78426486.82,0.013785,21,0.004632,True
Conut Jnah,TIRAMISU MINI CONUT,ITEMS,ITEMS,core_food,88.0,52443243.84,0.009218,26,0.008673,True
Conut Jnah,TIRAMISU CONUT,ITEMS,ITEMS,core_food,137.0,130631351.62,0.022961,14,0.013502,True
Conut Jnah,TIRAMISU CHIMNEY,ITEMS,ITEMS,core_food,120.0,157329729.4,0.027653,11,0.011826,True
Conut Jnah,NUTELLA SPREAD MINI,EXTRA MINI SPREAD,EXTRA MINI SPREAD,core_food,3.0,178783.78,3.1e-05,122,0.000296,True
Conut Jnah,PISTACHIO SPREAD MINI,EXTRA MINI SPREAD,EXTRA MINI SPREAD,core_food,1.0,90054.05,1.6e-05,125,9.9e-05,True
Conut Jnah,NUTELLA SPREAD CONUT,EXTRA CONUT SPREAD,EXTRA CONUT SPREAD,core_food,16.0,1440864.84,0.000253,92,0.001577,True
Conut Jnah,LOTUS SPREAD CONUT,EXTRA CONUT SPREAD,EXTRA CONUT SPREAD,core_food,6.0,540324.31,9.5e-05,111,0.000591,True
Conut Jnah,WHITE CHOCOLATE SPREAD CONUT,EXTRA CONUT SPREAD,EXTRA CONUT SPREAD,core_food,0.0,0.0,0.0,128,0.0,True
Conut Jnah,PISTACHIO SPREAD CONUT,EXTRA CONUT SPREAD,EXTRA CONUT SPREAD,core_food,1.0,119189.19,2.1e-05,124,9.9e-05,True
Conut Jnah,NUTELLA SPREAD CHIMNEY,EXTRA CHIMNEY SPREAD,EXTRA CHIMNEY SPREAD,core_food,12.0,2145405.38,0.000377,82,0.001183,True
Conut Jnah,LOTUS SPREAD CHIMNEY,EXTRA CHIMNEY SPREAD,EXTRA CHIMNEY SPREAD,core_food,17.0,3039324.28,0.000534,77,0.001675,True
Conut Jnah,WHITE CHOCOLATE SPREAD CHIMNEY,EXTRA CHIMNEY SPREAD,EXTRA CHIMNEY SPREAD,core_food,4.0,715135.13,0.000126,105,0.000394,True
Conut Jnah,PISTACHIO SPREAD CHIMNEY,EXTRA CHIMNEY SPREAD,EXTRA CHIMNEY SPREAD,core_food,5.0,1191891.88,0.000209,96,0.000493,True
Conut Jnah,CRUSHED OREO (R),MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,core_food,1.0,90054.05,1.6e-05,125,9.9e-05,True
Conut Jnah,CRUSHED LOTUS (R),MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,core_food,5.0,450270.26,7.9e-05,113,0.000493,True
Conut Jnah,BROWNIES (R),MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,core_food,9.0,810486.47,0.000142,102,0.000887,True
Conut Jnah,PEANUT BUTTER CUPS (P),MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,core_food,2.0,238378.38,4.2e-05,119,0.000197,True
Conut Jnah,CRISPY CREPE (R),MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,core_food,1.0,90054.05,1.6e-05,125,9.9e-05,True
Conut Jnah,STRAWBERRIES (R),MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,core_food,19.0,1711026.99,0.000301,87,0.001872,True
Conut Jnah,BLUEBERRIES (P),MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,core_food,12.0,1430270.25,0.000251,93,0.001183,True
Conut Jnah,RASPBERRIES (P),MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,core_food,9.0,1072702.69,0.000189,99,0.000887,True
Conut Jnah,SPRINKLES (R),MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,core_food,8.0,720432.42,0.000127,104,0.000788,True
Conut Jnah,DARK CHOCOLATE SAUCE (R),MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,core_food,1.0,90054.05,1.6e-05,125,9.9e-05,True
Conut Jnah,WHIPPED  CREAM (P),MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,core_food,6.0,715135.13,0.000126,105,0.000591,True
Conut Jnah,SALTED CARAMEL SAUCE (R),MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,core_food,2.0,180108.1,3.2e-05,121,0.000197,True
Conut Jnah,NUTELLA SAUCE (R),MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,core_food,7.0,630378.37,0.000111,106,0.00069,True
Conut Jnah,PISTACHIO SAUCE (P),MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,core_food,4.0,476756.75,8.4e-05,112,0.000394,True
Conut Jnah,LOTUS SAUCE (R),MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,core_food,3.0,270162.16,4.7e-05,118,0.000296,True
Conut Jnah,DARK CHOCOLATE CHIPS (P),MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,core_food,1.0,119189.19,2.1e-05,124,9.9e-05,True
Conut Jnah,FRUIT LOOPS (R),MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,core_food,3.0,270162.16,4.7e-05,118,0.000296,True
Conut Jnah,GRANOLA BERRIES (P),MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,core_food,1.0,119189.19,2.1e-05,124,9.9e-05,True
Conut Jnah,RASPBERRY JAM (P),MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,core_food,1.0,119189.19,2.1e-05,124,9.9e-05,True
Conut Jnah,GUMMY BEARS (R),MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,core_food,4.0,360216.21,6.3e-05,115,0.000394,True
Conut Jnah,MARSHMALLOWS (R),MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,core_food,3.0,270162.16,4.7e-05,118,0.000296,True
Conut Jnah,SALTED PRETZELS (R),MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,core_food,1.0,90054.05,1.6e-05,125,9.9e-05,True
Conut Jnah,CRUSHED OREO.,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,core_food,12.0,2145405.38,0.000377,82,0.001183,True
Conut Jnah,CRUSHED LOTUS.,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,core_food,10.0,1787837.81,0.000314,86,0.000986,True
Conut Jnah,CRISPY CREPE.,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,core_food,5.0,893918.91,0.000157,101,0.000493,True
Conut Jnah,BROWNIES.,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,core_food,27.0,4827162.1,0.000848,69,0.002661,True
Conut Jnah,STRAWBERRY.,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,core_food,129.0,23063107.8,0.004054,41,0.012713,True
Conut Jnah,SPRINKLES.,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,core_food,4.0,715135.13,0.000126,105,0.000394,True
Conut Jnah,BLUEBERRIES.,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,core_food,26.0,6197837.76,0.001089,60,0.002562,True
Conut Jnah,RASPBERRIES.,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,core_food,16.0,3814054.0,0.00067,71,0.001577,True
Conut Jnah,PEANUT BUTTER CUPS.,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,core_food,2.0,476756.75,8.4e-05,112,0.000197,True
Conut Jnah,SALTED CARAMEL SAUCE.,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,core_food,1.0,178783.78,3.1e-05,122,9.9e-05,True
Conut Jnah,DARK CHOCOLATE SAUCE.,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,core_food,1.0,178783.78,3.1e-05,122,9.9e-05,True
Conut Jnah,NUTELLA SAUCE.,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,core_food,40.0,7151351.26,0.001257,57,0.003942,True
Conut Jnah,LOTUS SAUCE.,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,core_food,7.0,1251486.47,0.00022,95,0.00069,True
Conut Jnah,WHIPPED  CREAM.,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,core_food,5.0,1191891.88,0.000209,96,0.000493,True
Conut Jnah,CARAMEL SAUCE.,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,core_food,1.0,178783.78,3.1e-05,122,9.9e-05,True
Conut Jnah,PISTACHIO SAUCE.,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,core_food,11.0,2622162.13,0.000461,78,0.001084,True
Conut Jnah,DARK CHOCOLATE CHIPS.,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,core_food,2.0,476756.75,8.4e-05,112,0.000197,True
Conut Jnah,FRUIT LOOPS.,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,core_food,5.0,893918.91,0.000157,101,0.000493,True
Conut Jnah,GRANOLA BERRIES.,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,core_food,1.0,238378.38,4.2e-05,119,9.9e-05,True
Conut Jnah,GUMMY BEARS.,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,core_food,8.0,1430270.25,0.000251,93,0.000788,True
Conut Jnah,MARSHMALLOWS.,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,core_food,8.0,1430270.25,0.000251,93,0.000788,True
Conut Jnah,NUTELLA DIP (R),EXTRA DIP,EXTRA DIP,core_food,4.0,476756.75,8.4e-05,112,0.000394,True
Conut Jnah,LOTUS DIP (R),EXTRA DIP,EXTRA DIP,core_food,4.0,476756.75,8.4e-05,112,0.000394,True
Conut Jnah,WHITE CHOCOLATE DIP (R),EXTRA DIP,EXTRA DIP,core_food,2.0,238378.38,4.2e-05,119,0.000197,True
Conut Jnah,CARAMEL DIP (R),EXTRA DIP,EXTRA DIP,core_food,0.0,0.0,0.0,128,0.0,True
Conut Jnah,DARK CHOCOLATE DIP (R),EXTRA DIP,EXTRA DIP,core_food,0.0,0.0,0.0,128,0.0,True
Conut Jnah,PISTACHIO DIP (P),EXTRA DIP,EXTRA DIP,core_food,4.0,953513.5,0.000168,100,0.000394,True
Conut Jnah,RASPBERRY JAM DIP (P),EXTRA DIP,EXTRA DIP,core_food,1.0,238378.38,4.2e-05,119,9.9e-05,True
Conut Jnah,CHERRY JAM DIP (P),EXTRA DIP,EXTRA DIP,core_food,3.0,715135.13,0.000126,105,0.000296,True
Conut Jnah,PISTACHIO SPREAD MINI.,free mini spread,FREE MINI SPREAD,core_food,2.0,60918.92,1.1e-05,126,0.000197,True
Conut Jnah,"BLUEBERRIES, (P)",FREE CONUT TOP,FREE CONUT TOP,core_food,60.0,1827567.5,0.000321,84,0.005913,True
Conut Jnah,WHIPPED CREAM . (P),FREE CONUT TOP,FREE CONUT TOP,core_food,11.0,335054.04,5.9e-05,117,0.001084,True
Conut Jnah,"RASPBERRIES, (P)",FREE CONUT TOP,FREE CONUT TOP,core_food,38.0,1157459.42,0.000203,98,0.003745,True
Conut Jnah,"DARK CHOCOLATE CHIPS, (P)",FREE CONUT TOP,FREE CONUT TOP,core_food,20.0,609189.17,0.000107,107,0.001971,True
Conut Jnah,"GRANOLA BERRIES, (P)",FREE CONUT TOP,FREE CONUT TOP,core_food,13.0,395972.96,7e-05,114,0.001281,True
Conut Jnah,"PEANUT BUTTER CUP , (P)",FREE CONUT TOP,FREE CONUT TOP,core_food,6.0,182756.75,3.2e-05,120,0.000591,True
Conut Jnah,PISTACHIO SAUCE . (P),FREE CONUT TOP,FREE CONUT TOP,core_food,39.0,1187918.88,0.000209,97,0.003844,True
Conut Jnah,"PASSION FRUITS SAUCE ,(P)",FREE CONUT TOP,FREE CONUT TOP,core_food,11.0,335054.04,5.9e-05,117,0.001084,True
Conut Jnah,"RASPBERRY JAM , (P)",FREE CONUT TOP,FREE CONUT TOP,core_food,6.0,182756.75,3.2e-05,120,0.000591,True
Conut Jnah,"CHERRY JAM, (P)",FREE CONUT TOP,FREE CONUT TOP,core_food,1.0,30459.46,5e-06,127,9.9e-05,True
Conut Jnah,SWITCH TO ICE CREAM,FREE CONUT TOP,FREE CONUT TOP,core_food,20.0,7151351.26,0.001257,57,0.001971,True
Conut Jnah,"BLUEBERRIES , (P)",FREE CHIMNEY TOP,FREE CHIMNEY TOP,core_food,36.0,2145405.38,0.000377,82,0.003548,True
Conut Jnah,"RASPBERRIES ,(P)",FREE CHIMNEY TOP,FREE CHIMNEY TOP,core_food,26.0,1549459.44,0.000272,90,0.002562,True
Conut Jnah,"DARK CHOCOLATE CHIPS ,(P)",FREE CHIMNEY TOP,FREE CHIMNEY TOP,core_food,3.0,178783.78,3.1e-05,122,0.000296,True
Conut Jnah,"PEANUT BUTTER CUPS,(P)",FREE CHIMNEY TOP,FREE CHIMNEY TOP,core_food,3.0,178783.78,3.1e-05,122,0.000296,True
Conut Jnah,"WHIPPED CREAM,",FREE CHIMNEY TOP,FREE CHIMNEY TOP,core_food,12.0,715135.13,0.000126,105,0.001183,True
Conut Jnah,"PISTACHIO SAUCE ,(P)",FREE CHIMNEY TOP,FREE CHIMNEY TOP,core_food,92.0,5482702.63,0.000964,64,0.009067,True
Conut Jnah,"PASSION FRUIT SAUCE,(P)",FREE CHIMNEY TOP,FREE CHIMNEY TOP,core_food,3.0,178783.78,3.1e-05,122,0.000296,True
Conut Jnah,"RASPBERRY JAM,(P)",FREE CHIMNEY TOP,FREE CHIMNEY TOP,core_food,2.0,119189.19,2.1e-05,124,0.000197,True
Conut Jnah,"CHERRY JAM ,(P)",FREE CHIMNEY TOP,FREE CHIMNEY TOP,core_food,3.0,178783.78,3.1e-05,122,0.000296,True
Conut Jnah,"SWITCH TO ICE CREAM,",FREE CHIMNEY TOP,FREE CHIMNEY TOP,core_food,13.0,3098918.88,0.000545,76,0.001281,True
Conut Jnah,BLUEBERRIES .(P),FREE MINI TOP,FREE MINI TOP,core_food,4.0,121837.83,2.1e-05,123,0.000394,True
Conut Jnah,RASPBERRIES .(P),FREE MINI TOP,FREE MINI TOP,core_food,4.0,121837.83,2.1e-05,123,0.000394,True
Conut Jnah,DARK CHOCOLATE CHIPS .(P),FREE MINI TOP,FREE MINI TOP,core_food,2.0,60918.92,1.1e-05,126,0.000197,True
Conut Jnah,PEANUT BUTTER CUP .(P),FREE MINI TOP,FREE MINI TOP,core_food,1.0,30459.46,5e-06,127,9.9e-05,True
Conut Jnah,"WHIPPED CREAM ,(P)",FREE MINI TOP,FREE MINI TOP,core_food,6.0,182756.75,3.2e-05,120,0.000591,True
Conut Jnah,"PISTACHIO SAUCE,(P)",FREE MINI TOP,FREE MINI TOP,core_food,19.0,578729.71,0.000102,110,0.001872,True
Conut Jnah,PASSION FRUITS SAUCE .(P),FREE MINI TOP,FREE MINI TOP,core_food,2.0,60918.92,1.1e-05,126,0.000197,True
Conut Jnah,RASPBERRY JAM .(P),FREE MINI TOP,FREE MINI TOP,core_food,2.0,60918.92,1.1e-05,126,0.000197,True
Conut Jnah,switch to ice cream.,FREE MINI TOP,FREE MINI TOP,core_food,7.0,2502972.94,0.00044,79,0.00069,True
Conut Jnah,PISTACHIO DIP.(P),free dip,free dip,core_food,3.0,357567.56,6.3e-05,116,0.000296,True
Conut Jnah,PASSION FRUITS DIP.(P),free dip,free dip,core_food,0.0,0.0,0.0,128,0.0,True
Conut Jnah,TOASTED MARSHMALLOWS,MARSHMALLOW OPTIONS,MARSHMALLOW OPTIONS,core_food,15.0,1787837.81,0.000314,86,0.001478,True
Conut Jnah,HOT CHOCOLATE,CONUT''S FAVORITE,CONUT''S FAVORITE,core_food,39.0,18593513.27,0.003268,43,0.003844,True
Conut Jnah,ICED SHAKEN ESPRESSO,CONUT''S FAVORITE,CONUT''S FAVORITE,core_food,16.0,8115459.58,0.001426,54,0.001577,True
Conut Jnah,MATCHA LATTE,CONUT''S FAVORITE,CONUT''S FAVORITE,core_food,8.0,4767567.62,0.000838,70,0.000788,True
Conut Jnah,AFFOGATO,CONUT''S FAVORITE,CONUT''S FAVORITE,core_food,4.0,2145405.38,0.000377,82,0.000394,True
Conut Jnah,PISTACHIO LATTE,CONUT''S FAVORITE,CONUT''S FAVORITE,core_food,1.0,595945.95,0.000105,108,9.9e-05,True
Main Street Coffee,AMERICAN COFFEE,Hot-Coffee Based,Hot-Coffee Based,coffee_hot,62.0,22169188.89,0.004173,37,0.007448,False
Main Street Coffee,CAPPUCCINO,Hot-Coffee Based,Hot-Coffee Based,coffee_hot,60.0,25029729.4,0.004712,33,0.007208,False
Main Street Coffee,CAFFE LATTE,Hot-Coffee Based,Hot-Coffee Based,coffee_hot,60.0,25029729.4,0.004712,33,0.007208,False
Main Street Coffee,CAFE MOCHA,Hot-Coffee Based,Hot-Coffee Based,coffee_hot,6.0,3043297.34,0.000573,57,0.000721,False
Main Street Coffee,CARAMEL MACHIATO,Hot-Coffee Based,Hot-Coffee Based,coffee_hot,26.0,13945134.95,0.002625,42,0.003123,False
Main Street Coffee,CAFFE AMERICANO,Hot-Coffee Based,Hot-Coffee Based,coffee_hot,102.0,31518918.45,0.005933,31,0.012254,False
Main Street Coffee,SINGLE ESPRESSO,Hot-Coffee Based,Hot-Coffee Based,coffee_hot,214.0,51012972.29,0.009603,25,0.025709,False
